MOF,kh_co2,kh_n2,kh_sel,pq_co2,pq_n2
AlTBAPy,0.00153734,9.83E-06,156.3926755,9.182369251,0.893462308
AlTCPP,0.00182217,1.44E-05,126.5395833,10.20922576,1.124632245
AlTCPP-FF2,,,,,
CALF20,0.000440516,3.63E-06,121.35427,2.987399836,0.317826072
Ca-SQA,0.000722012,2.97E-06,243.1016835,2.915392622,0.284613405
CAU10,0.000633057,1.62E-05,39.07759259,4.700603483,1.147766201
CAU21,0.000416583,6.79E-06,61.35243004,1.290768377,0.345769776
CuAlPyC,0.00242315,1.94E-05,124.9046392,3.446687799,1.032195236
CuAlPyC-FF2,,,,,
DAZMID,0.0450243,1.29E-05,3490.255814,0.904663157,0.674751559
ddmof_16520,0.00223446,1.98E-06,1128.515152,2.494734473,0.184480627
ddmof_16703,7.15E-05,3.61E-06,19.80609418,4.049461406,0.343635579
ddmof_21502,0.000186752,2.63E-06,71.00836502,2.751209187,0.251255786
ddmof_2168,0.000860428,2.71E-06,317.501107,6.330960625,0.259414469
ddmof_22214,0.000166484,3.21E-06,51.86417445,4.416413603,0.306417825
ddmof_22243,0.000142135,3.49E-06,40.72636103,3.816576304,0.322724997
ddmof_22389,0.000207929,1.23E-06,169.0479675,2.457610996,0.116976447
ddmof_22800,9.66E-05,4.22E-06,22.89099526,2.941569685,0.383752074
ddmof_22900,0.00181689,2.82E-06,644.287234,6.297153999,0.270330901
ddmof_22908,0.00012929,3.13E-06,41.30670927,4.428812284,0.295762973
ddmof_23350,0.00106113,2.19E-06,484.5342466,4.767152008,0.198108912
ddmof_23421,0.000149825,3.60E-06,41.61805556,5.453176501,0.348726047
ddmof_23639,0.000389101,4.08E-06,95.36789216,4.236195129,0.373666745
ddmof_23741,0.00316219,4.09E-06,773.1515892,2.961249344,0.369977476
ddmof_23744,0.000160535,3.18E-06,50.4827044,3.205550981,0.284204407
ddmof_3313,5.50E-05,2.53E-07,217.3913043,0.772468204,0.024239737
ddmof_6878,0.00114079,2.79E-06,408.8853047,6.435026578,0.260701598
ddmof_6949,0.0012306,3.25E-06,378.6461538,6.23749469,0.306439852
ddmof_7975,0.000173019,3.27E-06,52.91100917,3.725916908,0.297254008
MgMOF74,0.00472345,4.08E-06,1157.708333,13.50882581,0.393883184
MIL-160-Al,0.000402474,9.40E-06,42.81638298,5.47437343,0.779273014
MIL-53-NH2-Al,0.000426375,1.43E-05,29.81643357,7.513733837,1.093840296
MIL-96-Al,0.000501738,8.10E-06,61.94296296,4.507472013,0.655904767
RSM0011,0.000313705,1.53E-06,205.0359477,3.867059337,0.145266368
RSM0016,3.34E-06,2.86E-07,11.67832168,0.239817925,0.027177899
RSM0022,1.04E-05,1.27E-06,8.188976378,0.942971657,0.120477679
RSM0042,1.12E-05,1.45E-07,77.24137931,0.403850201,0.013680904
RSM0047,2.31E-05,1.18E-06,19.57627119,1.789736974,0.113683063
RSM0055,0.000375794,1.50E-05,25.05293333,4.743853678,1.018259928
RSM0056,3.51E-05,3.61E-06,9.72299169,4.33566412,0.34906405
RSM0059,0.000254419,4.26E-06,59.72276995,5.244905259,0.373225457
RSM0068,0.493156,0.00012841,3840.479713,3.851509118,2.470136543
RSM0079,5.46E-05,9.42E-07,57.96178344,2.423099545,0.089708304
RSM0081,0.000233068,1.21E-05,19.26181818,5.178294264,0.961195347
RSM0086,7.46E-05,3.95E-06,18.88607595,4.319436088,0.375279749
RSM0096,7.34E-05,2.97E-06,24.71380471,4.263223142,0.282060571
RSM0097,0.000152901,4.79E-06,31.92087683,2.743170624,0.418448984
RSM0107,3.98E-05,1.77E-06,22.48587571,2.035778154,0.159703375
RSM0109,3.00E-05,1.56E-06,19.23076923,2.302397358,0.147957214
RSM0118,4.11E-05,2.14E-06,19.20560748,1.906412739,0.189851091
RSM0136,5.07E-05,9.01E-07,56.27081021,2.21748581,0.086479452
RSM0145,1.32E-05,1.67E-06,7.904191617,1.455986411,0.16064447
RSM0148,0.00020426,3.73E-06,54.7613941,3.703443034,0.329654762
RSM0151,4.26E-05,2.65E-06,16.0754717,4.168490912,0.253407865
RSM0158,0.000120806,4.36E-06,27.70779817,4.367487578,0.411646921
RSM0171,0.000542519,3.10E-06,175.006129,1.362084393,0.220015683
RSM0172,0.000137075,3.83E-06,35.78981723,3.709598399,0.337892472
RSM0175,0.000156099,4.15E-06,37.61421687,4.010012488,0.350894697
RSM0177,0.000293598,4.40E-06,66.72681818,5.029786354,0.404789491
RSM0191,0.0174279,1.60E-06,10892.4375,3.905854459,0.157301551
RSM0195,0.000177963,5.34E-06,33.32640449,2.83119416,0.428414761
RSM0199,0.0317676,2.75E-06,11551.85455,1.463917037,0.225468701
RSM0220,0.000380366,1.57E-05,24.22713376,5.942853215,1.182962252
RSM0226,0.00176656,2.65E-05,66.66264151,3.133998117,1.497053067
RSM0227,3.04E-05,2.54E-06,11.96850394,3.353113108,0.240440927
RSM0228,3.35E-05,2.46E-06,13.61788618,3.731849267,0.23785289
RSM0229,0.00100717,5.79E-06,173.9499136,3.346433494,0.485006151
RSM0230,3.51E-05,2.48E-06,14.15322581,4.251315533,0.235027899
RSM0234,2.81E-05,2.38E-06,11.80672269,3.390288244,0.228860387
RSM0235,3.45E-05,4.93E-07,69.97971602,1.020989489,0.049122726
RSM0239,0.000193868,2.28E-06,85.02982456,3.11210813,0.216897566
RSM0243,0.00124362,2.11E-05,58.93933649,3.337043675,1.319011
RSM0247,0.000661255,6.05E-06,109.2983471,4.273617572,0.495251787
RSM0248,0.000137641,3.16E-06,43.55727848,3.145731159,0.281526104
RSM0258,0.000307669,1.39E-06,221.3446043,3.409616859,0.130675808
RSM0270,9.37E-05,1.61E-06,58.19875776,2.435792116,0.152464081
RSM0277,6.89E-05,2.37E-06,29.07172996,1.787555007,0.20420458
RSM0278,0.000385988,5.57E-06,69.29766607,3.847558132,0.461796265
RSM0281,0.000656091,1.31E-05,50.08328244,3.806088761,0.970244123
RSM0285,0.000182486,1.73E-06,105.483237,3.122666144,0.163454147
RSM0287,4.95E-05,1.91E-06,25.91623037,2.797752613,0.181442042
RSM0288,0.00248119,7.12E-06,348.4817416,5.631034134,0.601811018
RSM0290,4.42E-05,8.18E-08,540.3422983,2.979207924,0.007751351
RSM0299,0.000147598,2.95E-06,50.03322034,6.362731628,0.278537447
RSM0304,2.11E-05,2.26E-07,93.36283186,1.016335407,0.021562358
RSM0308,0.00131361,1.54E-05,85.29935065,3.679781793,1.06293682
RSM0309,2.84E-05,2.26E-06,12.56637168,2.144789136,0.210332153
RSM0313,0.00109746,3.29E-06,333.5744681,5.246545288,0.273042519
RSM0316,9.69E-05,9.01E-07,107.5471698,1.649344534,0.087768958
RSM0322,0.00578301,4.49E-06,1287.975501,2.498877446,0.388827085
RSM0324,0.000107443,1.90E-06,56.54894737,2.425986316,0.176990909
RSM0327,0.000119353,2.86E-06,41.73181818,1.096423799,0.202580464
RSM0328,0.000156289,3.77E-06,41.45596817,3.174002039,0.32574457
RSM0331,0.000465132,9.02E-06,51.56674058,1.495999975,0.524535354
RSM0337,0.000136288,2.92E-06,46.6739726,4.391246344,0.270314476
RSM0342,0.000260533,5.70E-06,45.70754386,1.314649081,0.388199909
RSM0366,1.89E-05,3.60E-06,5.25,2.137355793,0.349534385
RSM0369,0.00155495,1.44E-05,107.9826389,3.113812779,0.97038069
RSM0372,0.000179895,4.59E-06,39.19281046,4.68106321,0.401234256
RSM0386,5.22E-05,1.89E-06,27.61904762,3.131048066,0.182888074
RSM0398,0.0042732,8.95E-06,477.452514,2.888203178,0.661066734
RSM0400,0.00390287,1.19E-05,327.9722689,2.656853715,0.890936419
RSM0402,0.000343691,5.03E-06,68.32823062,4.993200443,0.452668035
RSM0418,0.000291885,4.64E-06,62.90625,2.751781885,0.387238282
RSM0423,0.000254798,6.39E-06,39.87449139,5.683416458,0.584078036
RSM0424,4.52E-06,8.19E-07,5.518925519,0.464524873,0.077528629
RSM0426,0.000430961,4.32E-06,99.75949074,4.187697213,0.384778733
RSM0429,7.28E-05,4.90E-06,14.85714286,7.373058666,0.468582771
RSM0431,0.000137915,6.45E-06,21.38217054,4.790979361,0.546487378
RSM0433,0.000155516,4.58E-06,33.95545852,3.902643414,0.400775753
RSM0439,1.94E-05,1.17E-06,16.58119658,0.867143934,0.111764078
RSM0441,0.000133117,1.38E-06,96.4615942,1.167593713,0.126848954
RSM0444,0.000472198,7.73E-06,61.08641656,4.233025877,0.60047766
RSM0445,1.30E-05,2.29E-06,5.676855895,1.312941523,0.218326619
RSM0453,4.39E-05,1.02E-06,43.03921569,1.12910937,0.097223799
RSM0454,0.000182456,3.33E-06,54.79159159,2.213013569,0.287290558
RSM0455,0.000183163,4.17E-06,43.92398082,4.413175874,0.395663228
RSM0457,0.0001781,1.32E-06,134.9242424,2.758014061,0.127600379
RSM0458,0.000266925,5.72E-06,46.66520979,3.174341202,0.470709784
RSM0460,0.000516583,5.06E-06,102.091502,2.63045304,0.427130774
RSM0462,0.264378,1.74E-06,151941.3793,1.389100149,0.171463218
RSM0464,0.000428545,4.39E-06,97.61845103,4.944200264,0.400300636
RSM0473,0.000541987,7.57E-06,71.59669749,5.219924237,0.644281029
RSM0478,0.000187529,2.19E-06,85.62968037,3.658139375,0.207329518
RSM0486,8.31E-05,4.64E-07,179.0948276,2.359103868,0.044232003
RSM0488,0.000194516,8.80E-06,22.10409091,6.24721237,0.783209235
RSM0492,0.00209477,2.25E-05,93.10088889,5.45815993,1.542581849
RSM0493,0.000563582,2.90E-06,194.3386207,1.597767059,0.207609158
RSM0494,0.000195279,7.31E-06,26.71395349,4.72762846,0.624058611
RSM0496,0.0002086,3.11E-06,67.07395498,3.111149609,0.27653005
RSM0497,0.00185318,1.92E-06,965.1979167,3.488809325,0.192108964
RSM0498,0.014187,1.64E-05,865.0609756,6.835423758,1.217139102
RSM0505,3.99E-05,2.32E-06,17.19827586,2.187233943,0.208526609
RSM0508,0.000242844,1.51E-06,160.8238411,1.54119934,0.143145247
RSM0516,0.000683622,1.60E-05,42.726375,10.38458065,1.34241941
RSM0532,0.00149096,2.37E-06,629.0970464,2.848310891,0.223003974
RSM0534,4.21E-05,1.12E-06,37.58928571,2.855915392,0.10560877
RSM0537,7.31E-05,4.92E-06,14.85772358,7.016984568,0.466127853
RSM0544,0.00167515,3.44E-06,486.9622093,4.815602104,0.317949033
RSM0545,0.000121078,2.40E-06,50.44916667,1.690231817,0.197329377
RSM0549,6.09E-05,3.01E-07,202.3255814,1.220961585,0.028846375
RSM0551,4.44E-05,8.23E-07,53.94896719,0.749795659,0.078748056
RSM0557,0.000676318,1.30E-05,52.02446154,3.888822988,0.947528786
RSM0568,0.000133352,4.65E-06,28.67784946,3.217382413,0.371154639
RSM0572,1.52E-05,1.42E-06,10.70422535,0.827749654,0.131164564
RSM0573,0.00516178,4.13E-06,1249.825666,2.606995208,0.350033797
