MOF,Molecule,Uptake_sat [mol/kg],Henry [mol/kg/Pa],Heat_henry [kJ/mol],Uptake_des [mol/kg],Heat_des [kJ/mol],Uptake_CO2_bin [mol/kg],Uptake_CO2_ter [mol/kg],WRC [-]
RSM3485,H2O,8.982786,0.0130237,-59.3186828,3.181420248,-52.22078,1.207671524,0.083259951,0.068942547
RSM3497,H2O,17.1499995,0.00212513,-46.58540203,0.741478043,-36.78162,1.875362531,0.220621226,0.117641908
RSM3517,H2O,19.8093375,2.13E-05,-23.62053288,0.117985667,-24.52096,1.265131111,0.078563248,0.062098898
RSM3545,H2O,47.7050805,0.00821268,-47.68504374,3.86870352,-41.09495,0.929994492,0.022854488,0.024574864
RSM3546,H2O,11.1003885,6.17E-05,-31.51275422,0.144605802,-30.28616,0.238962275,0.045768657,0.191530888
RSM3548,H2O,47.0794845,3.64E-05,-25.84240028,0.157767252,-23.94747,1.745341151,0.846631623,0.485080881
RSM3554,H2O,57.59457,5.10E-05,-26.24970858,0.202395658,-23.33112,0.264770043,0.272336313,1.028576759
RSM3565,H2O,14.375721,0.00138683,-43.67185066,3.528051265,-51.20127,0.516532179,0.008934327,0.017296748
RSM3582,H2O,18.915621,5.53E-05,-30.742342,0.250665946,-34.88923,0.662857149,0.03207785,0.048393307
RSM3594,H2O,3.13716525,3.09E-05,-31.27276836,0.082856431,-34.00389,0.588613768,0.269415916,0.457712563
RSM3596,H2O,13.749792,0.10471,-63.48455054,3.99000871,-47.91951,1.509613142,0.030222308,0.020019902
RSM3604,H2O,3.75157245,3.97E-05,-36.08364966,0.067772062,-32.83447,0.266515442,0.067824293,0.254485414
RSM3610,H2O,7.75113,0.00101551,-42.52186928,3.877323577,-51.63117,0.851874081,0.003811924,0.004474751
RSM3616,H2O,2.1975003,13.6615,-80.27188296,0.066474157,-36.41555,0.34835015,0.343582587,0.986313877
RSM3629,H2O,10.093563,2545.55,-91.33864335,5.21983944,-52.48434,1.719154268,0.019289392,0.01122028
RSM3630,H2O,49.5427965,0.00019897,-30.31488008,0.592513988,-27.17242,0.860287714,0.12250727,0.142402673
RSM3657,H2O,42.4318035,1.13E-05,-19.19757915,0.075990369,-17.60351,0.634139992,0.586047838,0.924161613
RSM3683,H2O,61.49955,6.04E-05,-27.7390083,0.216701511,-25.60439,0.251361058,0.218209138,0.86811036
RSM3692,H2O,36.7083105,0.000369496,-35.31701389,0.745067892,-32.94558,0.856323252,0.123233905,0.143910497
RSM3704,H2O,31.532991,10.0328,-69.18752659,3.04717172,-41.08583,0.873844564,0.023326715,0.026694352
RSM3705,H2O,80.12868,1.79E-05,-21.89909022,0.106823176,-17.98418,0.236735702,0.217199584,0.917477092
RSM3706,H2O,6.2373675,0.0721486,-56.17107859,2.147977689,-49.77151,1.181311392,0.036163261,0.03061281
RSM3715,H2O,62.85153,0.0018773,-44.61338775,1.031621787,-37.05256,0.70866077,0.159874059,0.225600267
RSM3728,H2O,29.4600105,0.075802,-57.67432813,4.095524308,-44.21978,1.558211682,0.018377934,0.011794247
RSM3735,H2O,30.7096485,2.99E-05,-26.64406486,0.140788793,-25.74424,0.41635061,0.141747349,0.340451882
RSM3749,H2O,23.3762115,0.000908014,-39.21023907,3.137366007,-43.70936,1.604205038,0.09561455,0.059602449
RSM3754,H2O,43.2369975,0.000163168,-39.42218245,0.180168703,-28.01028,0.336339443,0.294873332,0.876713504
RSM3760,H2O,18.448755,7.51E-06,-20.81931747,0.045066524,-20.25805,0.453074853,0.408215047,0.900988091
RSM3761,H2O,2.8421439,0.000114261,-39.58940293,0.636761952,-48.76313,0.184085326,0.018677601,0.10146165
RSM3765,H2O,10.47174,0.00510515,-51.51863025,3.29339701,-50.33512,1.512669693,0.101408388,0.067039347
RSM3766,H2O,44.466378,0.00046014,-40.31292506,0.347152032,-30.546,0.538459955,0.267465173,0.496722495
RSM3770,H2O,41.9327475,2.51E-05,-25.01906431,0.11145593,-22.91862,0.548328174,0.517047092,0.942951897
RSM3775,H2O,16.156272,0.00243244,-46.75015765,1.40311485,-43.17147,1.980662395,0.0947396,0.047832281
RSM3784,H2O,34.2929505,6.48E-05,-31.53937449,0.190477152,-28.18691,0.54194838,0.181072824,0.334114522
RSM3793,H2O,25.358838,0.00105068,-44.32009789,0.739466631,-32.97605,1.357084036,0.024033566,0.017709711
RSM3796,H2O,20.1358995,9.89E-06,-19.86527843,0.061339084,-20.79656,1.568088671,1.156926289,0.737793921
RSM3799,H2O,6.7901475,0.000188143,-43.57686693,0.186956495,-34.67015,1.662563601,0.570706171,0.343268775
RSM3801,H2O,17.6776935,187.506,-84.60992828,7.179403458,-51.07213,1.857741739,0.002720363,0.001464339
RSM3812,H2O,14.094114,1.22E-05,-23.16250857,0.067104352,-23.70413,0.533617772,0.192542365,0.360824498
RSM3820,H2O,26.1067005,0.000999768,-43.17872387,1.564046144,-38.62781,1.421842326,0.00309328,0.002175543
RSM3823,H2O,10.157055,0.0977559,-61.9685079,1.618998068,-49.79487,0.781652382,0.118633844,0.151773149
RSM3830,H2O,27.141165,0.000757973,-43.14664028,0.85825658,-35.08492,1.936486956,0.02486844,0.012842039
RSM3834,H2O,9.7363095,0.000937646,-43.53591288,1.555393562,-43.97929,0.991736626,0.03262055,0.032892352
RSM3843,H2O,94.599195,4.54E-06,-13.29588268,0.055917173,-11.86518,0.271352447,0.247995232,0.913922961
RSM3845,H2O,71.38854,1.05E-05,-18.88772484,0.08921941,-17.04893,0.27475889,0.241093929,0.877474536
RSM3846,H2O,9.139629,2.92E-05,-26.34763676,0.096609481,-28.12929,2.26365241,1.695808049,0.74914684
RSM3849,H2O,17.5568145,0.00419375,-48.78650978,1.905142083,-43.51234,1.177854588,0.013703623,0.011634393
RSM3850,H2O,17.1377895,0.00182843,-46.62121179,2.857896507,-47.73419,1.215215842,0.014288087,0.011757653
RSM3860,H2O,7.2805455,5.51E-06,-22.15779018,0.025491885,-20.91197,0.668167326,0.626553203,0.937719009
RSM3864,H2O,12.3668985,0.000889338,-41.64753293,1.467154829,-40.21888,2.451230682,0.112861098,0.046042626
RSM3865,H2O,13.360959,0.0574859,-54.08517636,2.865453886,-45.22077,1.602088928,0.027567223,0.017207049
RSM3875,H2O,10.6265295,0.0151667,-54.31473942,3.596226644,-48.19718,0.904084423,0.008548473,0.009455392
RSM3889,H2O,78.891585,8.03E-06,-17.29185163,0.062048661,-13.08639,0.172660043,0.15682824,0.908306504
RSM3891,H2O,52.2840525,6.28E-05,-26.5024602,0.268993744,-29.51795341,0.262349002,0.161096118,0.614052717
RSM3898,H2O,10.078689,13.4823,-72.75398323,5.064436765,-52.22211,2.9022593,0.084675361,0.029175671
RSM3905,H2O,3.63659865,3.22E-06,-20.44960194,0.016379271,-20.95372,0.666853235,0.650234851,0.975079398
RSM3908,H2O,6.585075,8.77E-05,-33.57658426,0.397050924,-35.67224,1.221547021,0.329440027,0.269690828
RSM3912,H2O,30.240063,0.000215368,-37.58336066,0.352848921,-32.3967,0.858640255,0.204710444,0.238412353
RSM3918,H2O,7.3455915,1.81E-05,-27.60829684,0.074061734,-29.24889,1.152254894,0.461067439,0.400143616
RSM3966,H2O,10.28748,0.0013374,-50.24248414,1.129948063,-43.19288,1.289639342,0.027559468,0.021369903
RSM3971,H2O,19.6017675,3.08E-05,-31.19540835,0.080281512,-24.69174,0.57441148,0.075560249,0.131543765
RSM3985,H2O,23.0758455,0.0029366,-52.64527417,1.311535038,-38.8787,0.779961504,0.09011128,0.115532984
RSM3992,H2O,309.18717,3.03E-05,-22.62444287,0.190963893,-15.70943,0.168230697,0.149529996,0.888838952
RSM3993,H2O,42.7683555,5.50E-05,-28.60473388,0.266809546,-28.82835,0.769008514,0.341237686,0.443737201
RSM3997,H2O,21.9640695,1.46E-05,-21.30201595,0.093698464,-22.90749,0.673584846,0.118771477,0.176327419
RSM4006,H2O,6.616488,0.00550331,-43.36178848,2.851976275,-51.09191,1.30917371,0.016688201,0.012747125
RSM4009,H2O,47.396223,2.89E-05,-22.5047461,0.167658576,-24.00226,2.057366,0.942351321,0.458037763
RSM4015,H2O,21.2767575,9.44E-05,-34.2872325,0.263853435,-30.1307,0.950468066,0.098070913,0.103181702
RSM4021,H2O,5.758902,3.57E-06,-19.60811809,0.022789613,-22.25022,0.754715798,0.705502385,0.934792125
RSM4023,H2O,7.6889145,9.88E-05,-32.69848257,0.520761506,-34.54415,1.30388726,0.048061378,0.036860071
RSM4030,H2O,63.839985,0.00100481,-49.19702425,0.267276259,-24.48977,0.289217249,0.195756925,0.676850795
RSM4038,H2O,29.788071,0.0153856,-55.36393808,1.027962204,-34.0903,1.007577703,0.109712684,0.108887566
RSM4040,H2O,120.769665,7.99E-06,-15.81003755,0.089013802,-16.10863,0.23550943,0.211324293,0.897307142
RSM4054,H2O,11.7041175,0.00154964,-45.19009061,0.895675556,-35.8134,0.999575918,0.014994836,0.015001197
RSM4062,H2O,52.811802,0.000231455,-33.28316104,0.448287243,-30.25303,0.635840702,0.280586352,0.441284037
RSM4063,H2O,31.379034,0.173038,-62.58835897,2.620972613,-40.98316,0.558175494,0.046369793,0.083073861
RSM4068,H2O,32.185449,0.0013486,-41.83576024,1.702241702,-36.38794,1.042859246,0.049205823,0.047183571
RSM4072,H2O,8.9355555,3.79E-06,-19.88280343,0.022419064,-19.11983,0.404021574,0.379947821,0.940414684
RSM4079,H2O,36.4724355,0.00328335,-42.17401037,3.267116904,-40.66695,1.800431517,0.032431718,0.018013303
RSM4082,H2O,69.89448,3.41E-06,-12.48527919,0.042192647,-11.49336,0.113866575,0.104905305,0.921300256
RSM4092,H2O,8.145846,0.184089,-64.01155777,2.915104981,-49.92563,1.201959312,0.018302456,0.015227184
RSM4098,H2O,20.79807,9.74E-06,-19.4772491,0.074649864,-21.66551,0.861549022,0.149365675,0.173368748
RSM4109,H2O,10.941936,0.0355723,-54.77646735,6.915320739,-59.42624,2.047135377,0.03441795,0.016812738
RSM4117,H2O,9.5036535,3.91E-05,-32.79178558,0.105065659,-29.23437,0.752944823,0.246015543,0.326737811
RSM4119,H2O,3.11748495,0.000376935,-39.58434595,1.386663025,-51.98312,0.805890347,0.031290565,0.038827323
RSM4127,H2O,61.51842,7.60E-05,-29.45271,0.275810835,-25.74435,0.991376357,0.412229587,0.41581543
RSM4133,H2O,11.7454095,1.37E-05,-23.71855175,0.0638576,-24.79234,0.826423538,0.239935753,0.290330251
RSM4136,H2O,5.0209629,0.0070684,-51.92860221,2.472433039,-52.20199,1.173905122,0.006389868,0.005443258
RSM4144,H2O,17.658102,0.00264003,-40.93288088,8.593172449,-52.47938,1.872763661,0.021262192,0.011353377
RSM4160,H2O,12.173481,0.000963612,-45.43155875,2.504680986,-53.29079,0.605736597,0.008668438,0.014310573
RSM4167,H2O,9.3102915,4.24E-05,-31.07753402,0.101670572,-29.54033,0.135309137,0.04056448,0.299791134
RSM4175,H2O,29.6958855,0.00013171,-32.29294957,0.334269076,-27.75669,1.448283228,0.250135146,0.172711485
RSM4181,H2O,2.77237485,0.00240308,-48.29914617,1.081808517,-53.13684,0.855343952,0.033049433,0.038638764
RSM4197,H2O,3.14394735,0.607726,-63.74038537,1.822431806,-54.67577,0.700989251,0.001429773,0.00203965
RSM4199,H2O,3.6005514,12.3487,-71.4125586,2.403858037,-56.06259,0.667181421,5.75E-05,8.62E-05
RSM4210,H2O,34.630779,0.000360349,-39.44544609,0.426307069,-31.14378,0.501245114,0.149568735,0.2983944
RSM4212,H2O,10.038729,0.00056091,-38.61336266,0.813071569,-37.89872,1.368007857,0.038703196,0.028291647
RSM4216,H2O,6.5288535,0.000633804,-46.25522183,0.796193186,-40.58281,1.114317594,0.121102034,0.108678203
RSM4228,H2O,35.44452,0.00186416,-44.34037208,0.972982942,-33.63048,0.424361612,0.02690294,0.063396262
RSM4230,H2O,12.0856245,3.90E-05,-32.52730365,0.234180418,-30.72838,1.854343367,0.612823205,0.330479897
RSM4232,H2O,6.0314625,0.000303086,-41.09671785,0.788574333,-42.53706,1.338158285,0.052878436,0.039515831
RSM4237,H2O,35.351502,0.00330383,-49.08223526,0.884098282,-35.6143,0.51829632,0.073364404,0.141549151
RSM4240,H2O,109.581975,3.52E-05,-26.2548593,0.16508321,-20.00993,0.242524199,0.237279498,0.978374525
RSM4241,H2O,54.1521825,8.32E-05,-28.11504021,0.284163132,-26.05477,1.268707235,0.627140669,0.494314726
RSM4255,H2O,33.610578,0.0103146,-57.37888267,0.526675413,-32.13478,0.564239194,0.239741138,0.424892741
RSM4258,H2O,14.3391465,8.53255,-71.1632925,11.94878329,-57.76435,2.150661196,0.001787109,0.000830958
RSM4260,H2O,14.2109415,5274.3,-93.48689557,4.508097187,-50.59423,2.677456992,0.027164698,0.010145708
RSM4271,H2O,16.9063545,0.000305767,-38.6216066,1.030246567,-35.65508,1.235802992,0.143708571,0.116287606
RSM4278,H2O,66.34137,9.92E-06,-18.81850682,0.072418406,-16.03576,0.178415849,0.166084435,0.930883864
RSM4290,H2O,32.270253,1.00E-05,-20.4791634,0.075305941,-20.59849,0.643349146,0.601412439,0.934815011
RSM4294,H2O,25.246062,7.95E-05,-37.23658752,0.13089495,-26.76275,0.765601407,0.27169788,0.354881636
RSM4297,H2O,5.765673,29108.7,-98.00362772,3.409497193,-63.0007,1.986486744,0.051640605,0.025995947
RSM4298,H2O,4.5469596,18.088,-81.15982955,1.658390221,-54.40836,1.182583792,0.084416743,0.071383308
RSM4306,H2O,66.612765,1.24E-05,-19.36187699,0.088764458,-16.6765,0.285977928,0.273376263,0.955934833
RSM4311,H2O,71.63052,1.21E-05,-18.7551462,0.095354497,-16.73526,0.278361678,0.265376626,0.953351869
RSM4322,H2O,16.344972,0.0502546,-54.11293612,8.490210021,-54.9038,2.411455594,0.127622342,0.052923364
RSM4327,H2O,45.6730035,0.00110211,-47.38748107,1.073145224,-32.34171,0.952376083,0.238249103,0.250162837
RSM4338,H2O,3.69506235,1.24E-05,-28.71984774,0.04945112,-28.38276,0.800092892,0.335147923,0.418886265
RSM4356,H2O,8.477958,0.0105172,-49.86382139,1.917838345,-46.74595,1.160911086,0.022616648,0.019481809
RSM4357,H2O,24.5655765,0.000154901,-34.90437984,0.240586023,-30.54004,0.403928525,0.241020928,0.596692023
RSM4362,H2O,47.6469165,0.554036,-60.50100454,2.768452267,-45.84068,0.853000358,0.066744776,0.078247067
RSM4364,H2O,17.1763065,1.01788,-68.78105452,8.323013465,-52.40715,1.643679198,0.021401324,0.013020378
RSM4370,H2O,56.486235,1.67E-05,-21.25785229,0.099519324,-18.46108,0.262816879,0.302099881,1.149469099
RSM4380,H2O,7.36707,7.97E-05,-39.79868207,0.061350988,-31.60766,0.274547246,0.235840208,0.859015022
RSM4385,H2O,13.786311,6.53E-05,-29.38703756,0.235545308,-30.27037,0.872573918,0.162744509,0.186510857
RSM4397,H2O,158.540745,5.02E-06,-12.17658286,0.066544957,-9.53023,0.133814707,0.120451356,0.900135409
RSM4412,H2O,21.930492,2.50E-05,-30.40724309,0.072795607,-23.33562,0.471935339,0.176201259,0.3733589
RSM4419,H2O,51.0416295,0.0453204,-58.83479154,0.925424559,-29.30155,0.321130933,0.170139282,0.529812811
RSM4456,H2O,16.641342,0.0796233,-65.59940158,3.62487337,-51.78345,0.821251884,0.029523844,0.035949804
RSM4457,H2O,24.382482,7.24E-05,-29.43063356,0.270280515,-29.59198,0.77989913,0.077327346,0.099150445
RSM4460,H2O,17.3844315,0.0145454,-53.64135078,1.398815419,-42.60206,1.059740017,0.182578713,0.172286325
RSM4464,H2O,32.617017,5.97E-05,-29.94716979,0.164545149,-27.14172,0.685028933,0.296856033,0.433348168
RSM4480,H2O,39.2169105,0.000194394,-38.28941031,0.282819099,-30.52843,0.477430759,0.287026825,0.601190476
RSM4489,H2O,13.3000755,0.00179768,-46.49585056,2.601745659,-44.20014,1.850939998,0.061763563,0.033368755
RSM4490,H2O,90.04431,9.46E-06,-16.21642242,0.091107036,-15.59747,0.22880239,0.213235861,0.93196518
RSM4491,H2O,30.616686,4.97E-05,-28.53097725,0.198046323,-28.73472,0.709136157,0.360774715,0.50875239
RSM4506,H2O,14.4482595,0.000160866,-33.30167796,0.358280471,-32.87946,2.121764349,1.11298607,0.524556872
RSM4509,H2O,7.898871,0.000726615,-35.98202334,2.135719498,-45.20333,0.893504391,0.004428336,0.004956143
RSM4517,H2O,73.15455,0.000987242,-39.76736506,1.379787057,-35.22896,0.554504318,0.132560566,0.239061377
RSM4548,H2O,6.333882,0.00647731,-52.9399813,1.89553506,-46.28001,0.872886036,0.011607323,0.013297638
RSM4556,H2O,99.480975,1.92E-05,-20.53305665,0.144609835,-19.8423,0.268083044,0.239883767,0.894811411
RSM4560,H2O,71.22426,0.000130751,-31.97021228,0.404105635,-27.08773,0.418262174,0.164857468,0.394148642
RSM4564,H2O,2.76135255,1.36E-05,-26.9787554,0.063029251,-30.84716,0.48933181,0.171676073,0.350837753
RSM4565,H2O,2.9375706,1.19E-05,-25.86469738,0.056629499,-28.3507,0.497026409,0.274352848,0.551988473
RSM4579,H2O,80.312385,1.14E-05,-18.69047006,0.088508037,-15.84922,0.551333215,0.503614567,0.913448625
RSM4599,H2O,21.3494625,9.01E-06,-23.09829154,0.050118424,-21.49171,0.764936873,0.679021562,0.887683135
RSM4602,H2O,37.9123275,0.0021825,-44.67782827,0.624177087,-38.63334,0.551856015,0.127261583,0.230606498
RUBTAK,H2O,23.0931615,4.88E-06,-17.18483773,0.038295438,-18.6797,0.71155766,0.632774467,0.889280662
RUBTAK-NH2,H2O,19.998426,1.95E-05,-26.34709105,0.093013374,-24.50462,1.18158477,0.473620142,0.40083467
RUPRUQ-NH2,H2O,39.3239145,0.00801426,-48.72804758,5.864165405,-43.66776,0.504667275,0.023412867,0.046392679
RUSWIN_clean,H2O,18.6704775,32809.7,-92.82595566,11.01414898,-55.56138,4.09196813,0.015110427,0.003692704
RUVKAV,H2O,71.275875,6.33E-06,-16.66605487,0.058824545,-14.11886,0.23725124,0.218435364,0.920692192
SAHYIK,H2O,74.58312,3.18E-06,-11.78109603,0.042168296,-11.45143,0.106812822,0.098265523,0.919978722
scu+N169+N393_E219_charge,H2O,10.8407595,0.0429981,-57.16698451,0.895753972,-39.39124,0.69052944,0.173340945,0.251026148
scu+N175+N271_E152_charge,H2O,11.1777555,1.71839,-68.15311084,0.631080685,-33.99151,1.003292167,0.301870006,0.30087946
scu+N462+N564_E48_charge,H2O,3.19013445,8.23E-06,-24.75630976,0.033925471,-26.67783,1.18204406,1.136433877,0.961414143
scu+N587+N46_E11_charge,H2O,32.875092,0.204479,-59.32279311,1.833818273,-38.20856,2.600902607,0.277063148,0.106525768
scu+N78+N13_E159_charge,H2O,15.5444955,2.11681,-68.44123876,1.971978534,-48.50262,2.014933613,0.227482857,0.112898437
scu+N78+N705_E141_charge,H2O,35.6064135,0.0384571,-57.1477833,0.995579764,-31.83713,1.0111824,0.349235869,0.345373761
SEQSOY_clean,H2O,27.4451385,1702850,-103.9858698,15.19673012,-51.01934,5.281213857,0.033725826,0.006385999
SIQQEO_clean,H2O,25.293015,1.22923,-59.71115879,14.80039975,-46.66948,4.939273135,0.002062405,0.000417552
str_m2_o1_o17_pcu_sym.129,H2O,15.578406,4.08E-06,-16.61780148,0.032569969,-18.01342,0.76506085,0.656765572,0.858448805
str_m2_o1_o19_pcu_sym.61,H2O,19.9130115,1.41E-05,-24.81675325,0.051236208,-22.06416,0.420400689,0.380707478,0.905582431
str_m2_o1_o9_pcu_sym.185,H2O,12.3324885,9.61E-06,-21.53199033,0.059346109,-23.48474,0.648902519,0.489755909,0.754744964
str_m2_o10_o14_pcu_sym.22,H2O,12.871116,1.03E-05,-21.97661165,0.050570806,-22.30363,1.203743594,0.891782499,0.74084091
str_m2_o10_o17_pcu_sym.90,H2O,20.3087265,6.76E-05,-27.49201984,0.354227706,-30.38549,2.574264127,0.126581502,0.049171917
str_m2_o10_o26_pcu_sym.188,H2O,25.3310325,1.71E-05,-22.45471492,0.091560091,-23.35119,1.868103377,1.568051191,0.83938138
str_m2_o10_o28_pcu_sym.57,H2O,22.673526,1.30E-05,-20.87391909,0.071378939,-21.69426,1.099766843,1.006943977,0.915597686
str_m2_o10_o28_pcu_sym.58,H2O,15.6714795,3.72E-05,-28.52608748,0.124352687,-27.6515,1.376033358,1.196982958,0.869879317
str_m2_o10_o29_pcu_sym.103,H2O,23.960127,0.000542225,-34.63874369,1.077484718,-35.0536,2.370562218,0.088377524,0.037281251
str_m2_o10_o29_pcu_sym.141,H2O,30.795174,1.17E-05,-17.68985475,0.090884601,-20.10633,2.04831359,0.398413707,0.19450816
str_m2_o10_o29_pcu_sym.17,H2O,31.9647255,0.00206648,-41.725524,3.149890795,-42.51237,3.17292568,0.031041755,0.009783323
str_m2_o10_o29_pcu_sym.177,H2O,32.8086585,4.29E-05,-24.25521919,0.29017698,-28.95024,2.130859554,0.153819846,0.072186759
str_m2_o10_o29_pcu_sym.193,H2O,19.403799,3.76E-05,-25.48962204,0.166974142,-28.26604,1.456232683,0.52197108,0.358439339
str_m2_o10_o29_pcu_sym.233,H2O,25.453632,1.42E-05,-20.47079941,0.092266215,-22.76355,1.836570875,1.208099781,0.657801883
str_m2_o10_o29_pcu_sym.238,H2O,17.7749295,1.48E-05,-22.06607559,0.125828365,-29.57713,1.104460903,0.803821029,0.727794915
str_m2_o10_o29_pcu_sym.38,H2O,17.4350475,1.75E-05,-23.28462799,0.093707675,-24.85481,1.1591233,0.700211873,0.60408748
str_m2_o10_o29_pcu_sym.64,H2O,19.9877145,1.37E-05,-21.50395574,0.090908878,-26.26557,1.942322738,1.369870045,0.705274164
str_m2_o10_o29_pcu_sym.82,H2O,19.2603315,1.11E-05,-19.81496154,0.070619967,-21.85757,1.513089318,1.355006117,0.895522888
str_m2_o10_o29_pcu_sym.84,H2O,22.224087,0.0523992,-56.04389918,7.439341186,-46.60335,2.621569083,0.01047608,0.00399611
str_m2_o13_o22_pcu_sym.93,H2O,16.9796145,4.79E-06,-20.84248083,0.027575887,-18.41319,0.456092141,0.420791992,0.922603031
str_m2_o14_o14_pcu_sym.48,H2O,11.5458315,1.68E-05,-23.23669669,0.097786709,-27.83076,1.384523629,0.329905988,0.238281226
str_m2_o14_o17_pcu_sym.222,H2O,13.1554425,6.99E-06,-20.35196402,0.046110497,-23.61638,0.733773526,0.592351229,0.807267104
str_m2_o14_o22_pcu_sym.121,H2O,16.8364245,1.55E-05,-23.09384009,0.077915985,-24.90444,1.373974869,1.226782445,0.892871094
str_m2_o14_o22_pcu_sym.239,H2O,16.2947445,9.14E-06,-20.34965824,0.050610791,-20.56635,0.699264255,0.556021009,0.795151482
str_m2_o14_o23_pcu_sym.139,H2O,19.7492865,1.08E-05,-21.70976898,0.078474975,-23.88177,0.909152001,0.804060016,0.884406585
str_m2_o16_o16_pcu_sym.177,H2O,19.0708545,4.20E-06,-16.15492772,0.036151108,-18.88031,0.987850955,0.872819007,0.883553336
str_m2_o38_o40_fof_sym.70,H2O,26.422995,1.47872,-65.55457042,17.08314439,-51.70053,2.364192594,0.007122285,0.003012565
str_m2_o4_o9_pcu_sym.40,H2O,17.265162,4.48E-06,-16.99425504,0.035872202,-18.7868,0.840765793,0.761502969,0.905725441
str_m2_o40_o40_fof_sym.19,H2O,37.7332845,0.701492,-58.33154703,23.39182074,-51.56283,2.965875389,0.003448402,0.001162693
str_m2_o40_o41_fof_sym.25,H2O,25.2638775,0.00501071,-48.20869203,2.736559595,-44.15715,1.80156752,0.029753301,0.016515229
str_m2_o5_o29_pcu_sym.102,H2O,24.5287245,0.0249357,-48.76558076,10.29500773,-51.19841,2.512393226,0.143586513,0.05715129
str_m2_o5_o29_pcu_sym.50,H2O,29.226744,1.19E-05,-19.74422841,0.081734136,-22.24654,1.363397899,0.808929693,0.593318864
str_m2_o5_o29_pcu_sym.83,H2O,24.3118305,1.00E-05,-19.95226892,0.061258499,-19.58841,1.381278686,0.771774349,0.558739056
str_m2_o9_o14_pcu_sym.72,H2O,12.777432,4.18E-06,-17.76200014,0.029742857,-18.76474,0.854444756,0.765958963,0.896440593
str_m2_o9_o18_pcu_sym.31,H2O,15.069471,1.82E-05,-23.74449092,0.092410778,-24.73078,1.24148634,0.52132974,0.419923863
str_m2_o9_o19_pcu_sym.13,H2O,14.7482925,5.82E-06,-18.75096587,0.045063854,-20.94512,0.851121266,0.742697616,0.872610808
str_m2_o9_o19_pcu_sym.99,H2O,13.870671,0.164751,-59.51360888,6.098207929,-50.81417,1.566378244,0.005243083,0.003347265
str_m3_o1_o12_pcu_sym.96,H2O,12.269607,2.40E-05,-24.34448196,0.098716189,-25.41015,0.922484969,0.257168186,0.278777643
str_m3_o1_o22_pcu_sym.190,H2O,19.6476105,3.74E-06,-16.36202446,0.029839625,-16.94013,0.540324358,0.474702997,0.87855191
str_m3_o1_o6_pcu_sym.147,H2O,19.6254105,7.45E-06,-22.02133957,0.05037641,-23.86762,0.685865245,0.642805646,0.937218573
str_m3_o1_o9_pcu_sym.206,H2O,13.4628015,6.29E-06,-19.89796204,0.042042272,-21.06709,1.109616133,1.003551074,0.904412836
str_m3_o10_o14_pcu_sym.41,H2O,19.3224915,2.63E-05,-24.36918625,0.112841425,-26.07216,1.513407943,0.819348551,0.541393056
str_m3_o10_o14_pcu_sym.51,H2O,12.603495,6.06E-06,-19.42735886,0.033679169,-19.8345,0.916348565,0.860697215,0.939268362
str_m3_o10_o15_pcu_sym.28,H2O,13.5548205,1.52E-05,-22.64807062,0.091070645,-27.85821,1.472374776,1.141588545,0.775338292
str_m3_o10_o15_pcu_sym.33,H2O,15.6169785,0.0320311,-55.91436293,9.348705747,-53.02884,3.022387775,0.005522846,0.001827312
str_m3_o10_o16_pcu_sym.105,H2O,16.714602,4.63E-06,-18.45280063,0.033665471,-20.38475,0.73160173,0.66594967,0.910262568
str_m3_o10_o16_pcu_sym.149,H2O,17.186352,5.32E-06,-18.00178902,0.036697895,-18.72673,1.15067436,1.00451069,0.872975644
str_m3_o10_o16_pcu_sym.41,H2O,11.5322895,5.52E-06,-18.42289342,0.037526477,-20.55127,1.347004782,1.14242758,0.848124368
str_m3_o10_o17_pcu_sym.108,H2O,24.469839,7.98E-06,-18.73810234,0.054181876,-20.27874,1.732509612,1.610366388,0.929499251
str_m3_o10_o17_pcu_sym.189,H2O,18.794409,1.12E-05,-20.67429938,0.066522139,-22.42114,1.659383264,1.330541523,0.80182894
str_m3_o10_o18_pcu_sym.55,H2O,14.418012,2.95E-05,-25.59975381,0.109414028,-26.01301,1.289949435,0.510176921,0.395501488
str_m3_o10_o28_pcu_sym.16,H2O,20.4770025,1.45E-05,-20.87786255,0.075378102,-21.53183,1.297421319,0.730894835,0.563344246
str_m3_o10_o28_pcu_sym.181,H2O,21.891642,1.79E-05,-23.34467844,0.080169188,-22.54273,1.788143868,1.594383404,0.891641569
str_m3_o10_o28_pcu_sym.35,H2O,22.4825505,6.26E-05,-32.01591289,0.147466693,-28.39011,1.014475929,0.877926901,0.865399441
str_m3_o10_o28_pcu_sym.50,H2O,8.4293955,1.04E-05,-23.57136975,0.044829699,-23.75415,0.40710994,0.250238978,0.614671747
str_m3_o10_o28_pcu_sym.93,H2O,27.0635205,1.50E-05,-19.71585777,0.099895123,-22.74868,1.603881223,0.460749926,0.28727185
str_m3_o10_o29_pcu_sym.121,H2O,7.5811335,8.00E-06,-20.78308407,0.044238779,-22.83258,1.241648121,0.904146914,0.728182887
str_m3_o10_o29_pcu_sym.165,H2O,18.1214715,3.51E-06,-15.24893008,0.046296785,-21.32997,1.319237899,1.232961912,0.934601646
str_m3_o10_o29_pcu_sym.227,H2O,23.008413,1.39E-05,-21.35671477,0.081197742,-22.17497,2.172527494,2.059489788,0.947969493
